school, sex, age, Medu, Fedu, Mjob, Fjob, reason, traveltime, studytime, failures, schoolsup, famsup, paid, activities, higher, internet, freetime, health, absences, G1, G2, G3, GC1, GC2, GC3, GG1, GG2, GG3
GP, F, 18, 4, 4, at_home, teacher, course, 2, 2, 0, yes, no, no, no, yes, no, 3, 3, 4, 0, 11, 11, fail, pass, pass, 7, 3,7, 3,7
MS, F, 17, 3, 1, at_home, other, reputation, 1, 2, 0, no, yes, no, yes, yes, yes, 5, 1, 10, 8, 9, 9, fail, fail, fail, 4,6, 4,3, 4,3
MS, M, 18, 4, 4, teacher, teacher, home, 1, 2, 0, no, no, no, yes, yes, yes, 2, 2, 4, 17, 18, 19, V.good, excellent, excellent, 1,9, 1,6, 1,3
MS, M, 18, 2, 1, other, other, other, 2, 1, 0, no, no, no, yes, yes, yes, 4, 5, 0, 7, 7, 0, fail, fail, fail, 4,9, 4,9, 7
MS, M, 17, 2, 3, other, services, home, 2, 2, 0, no, no, no, yes, yes, yes, 4, 3, 4, 14, 15, 16, good, V.good, V.good, 2,8, 2,5, 2,2
MS, M, 19, 1, 1, other, services, other, 2, 1, 1, no, no, no, no, yes, no, 3, 5, 0, 5, 8, 0, fail, fail, fail, 5,5, 4,6, 7
MS, M, 18, 4, 2, other, other, home, 2, 1, 1, no, no, yes, no, yes, no, 4, 3, 0, 7, 7, 0, fail, fail, fail, 4,9, 4,9, 7
MS, F, 18, 2, 2, at_home, other, other, 2, 3, 0, no, no, no, no, yes, no, 3, 4, 0, 14, 17, 15, good, V.good, V.good, 2,8, 1,9, 2,5
MS, F, 17, 4, 3, teacher, other, other, 2, 2, 0, no, no, no, no, yes, yes, 5, 1, 0, 6, 9, 11, fail, fail, pass, 5,2, 4,3, 3,7
MS, F, 18, 4, 4, teacher, at_home, reputation, 3, 1, 0, no, yes, no, yes, yes, yes, 4, 5, 4, 7, 9, 10, fail, fail, pass, 4,9, 4,3, 4
MS, F, 19, 2, 3, services, other, course, 1, 3, 1, no, no, no, yes, yes, yes, 4, 5, 4, 10, 11, 10, pass, pass, pass, 4, 3,7, 4
MS, F, 18, 3, 1, teacher, services, course, 1, 2, 0, no, yes, no, no, yes, yes, 3, 1, 4, 15, 15, 16, V.good, V.good, V.good, 2,5, 2,5, 2,2
MS, F, 18, 1, 1, other, other, course, 2, 2, 0, no, no, no, yes, yes, no, 1, 5, 6, 11, 12, 9, pass, pass, fail, 3,7, 3,4, 4,3
MS, M, 17, 3, 1, services, services, course, 2, 1, 0, no, no, no, no, yes, yes, 4, 2, 6, 10, 10, 10, pass, pass, pass, 4, 4, 4
MS, M, 18, 3, 2, services, other, course, 3, 1, 0, no, no, no, no, yes, yes, 4, 5, 4, 10, 11, 11, pass, pass, pass, 4, 3,7, 3,7
